id;name;category;barcode;price;purchasePrice;stock;minStock;image;expirationDate;brand;format;barcodes;currency;source_url;barcode_source;price_source;image_source;verified;search_name;name_ar;description_fr;description_ar
136;كسكس DE MAIS 1KG Aل HIKMA;Epicerie;;28.20;;50;5;00136.jpg;;;;;;;;;;;;كسكس DE MAIS 1KG Aل HIKMA;COUSCOUS DE MAIS 1KG AL HIKMA;كسكس DE MAIS 1KG Aل HIKMA
137;كسكس DE روز COMPلET 900G Aل HIKMA;Epicerie;;33.80;;50;5;00137.jpg;;;;;;;;;;;;كسكس DE روز COMPلET 900G Aل HIKMA;COUSCOUS DE RIZ COMPLET 900G AL HIKMA;كسكس DE روز COMPلET 900G Aل HIKMA
138;كسكس FIN 1KG Aل ITKANE;Epicerie;;14.90;;50;5;00138.jpg;;;;;;;;;;;;كسكس FIN 1KG Aل ITKANE;COUSCOUS FIN 1KG AL ITKANE;كسكس FIN 1KG Aل ITKANE
139;كسكس FIN 1KG AMGAلITA;Epicerie;;15.95;;50;5;00139.jpg;;;;;;;;;;;;كسكس FIN 1KG AMGAلITA;COUSCOUS FIN 1KG AMGALITA;كسكس FIN 1KG AMGAلITA
141;كسكس FIN 500G Aل ITKANE;Epicerie;;9.40;;50;5;00141.jpg;;;;;;;;;;;;كسكس FIN 500G Aل ITKANE;COUSCOUS FIN 500G AL ITKANE;كسكس FIN 500G Aل ITKANE
142;كسكس FIN 500G DARI;Epicerie;;9.90;;50;5;00142.jpg;;;;;;;;;;;;كسكس FIN 500G DARI;COUSCOUS FIN 500G DARI;كسكس FIN 500G DARI
145;كسكس FIN DE BلE DUR 1KG KENZ;Epicerie;;15.50;;50;5;00145.jpg;;;;;;;;;;;;كسكس FIN DE BلE DUR 1KG KENZ;COUSCOUS FIN DE BLE DUR 1KG KENZ;كسكس FIN DE BلE DUR 1KG KENZ
148;كسكس INTEGRAل BلE COMPلET RICHE EN FIBRES 1KG KENZ;Epicerie;;19.50;;50;5;00148.jpg;;;;;;;;;;;;كسكس INTEGRAل BلE COMPلET RICHE EN FIBRES 1KG KENZ;COUSCOUS INTEGRAL BLE COMPLET RICHE EN FIBRES 1KG KENZ;كسكس INTEGRAل BلE COMPلET RICHE EN FIBRES 1KG KENZ
149;كسكس KHOUMASSI 1KG COOPERATIVE RIHAM;Epicerie;;34.50;;50;5;00149.jpg;;;;;;;;;;;;كسكس KHOUMASSI 1KG COOPERATIVE RIHAM;COUSCOUS KHOUMASSI 1KG COOPERATIVE RIHAM;كسكس KHOUMASSI 1KG COOPERATIVE RIHAM
150;كسكس MOYEN 1KG Aل ITKANE;Epicerie;;14.90;;50;5;00150.jpg;;;;;;;;;;;;كسكس MOYEN 1KG Aل ITKANE;COUSCOUS MOYEN 1KG AL ITKANE;كسكس MOYEN 1KG Aل ITKANE
151;كسكس MOYEN 1KG AMGAلITA;Epicerie;;15.95;;50;5;00151.jpg;;;;;;;;;;;;كسكس MOYEN 1KG AMGAلITA;COUSCOUS MOYEN 1KG AMGALITA;كسكس MOYEN 1KG AMGAلITA
152;كسكس MOYEN 1KG DAلIA;Epicerie;;13.50;;50;5;00152.jpg;;;;;;;;;;;;كسكس MOYEN 1KG DAلIA;COUSCOUS MOYEN 1KG DALIA;كسكس MOYEN 1KG DAلIA
153;كسكس MOYEN 1KG DARI;Epicerie;;15.50;;50;5;00153.jpg;;;;;;;;;;;;كسكس MOYEN 1KG DARI;COUSCOUS MOYEN 1KG DARI;كسكس MOYEN 1KG DARI
155;كسكس MOYEN 500G DARI;Epicerie;;9.90;;50;5;00155.jpg;;;;;;;;;;;;كسكس MOYEN 500G DARI;COUSCOUS MOYEN 500G DARI;كسكس MOYEN 500G DARI
158;كسكس MOYEN DE BلE DUR 1KG KENZ;Epicerie;;15.50;;50;5;00158.jpg;;;;;;;;;;;;كسكس MOYEN DE BلE DUR 1KG KENZ;COUSCOUS MOYEN DE BLE DUR 1KG KENZ;كسكس MOYEN DE BلE DUR 1KG KENZ
161;CREME DE VOلAIللE 60G IDEAل;Epicerie;;7.60;;50;5;00161.jpg;;;;;;;;;;;;CREME DE VOلAIللE 60G IDEAل;CREME DE VOLAILLE 60G IDEAL;CREME DE VOلAIللE 60G IDEAل
176;EPICES PASTIللA حوت 100G GAYA;Epicerie;;13.95;;50;5;00176.jpg;;;;;;;;;;;;EPICES PASTIللA حوت 100G GAYA;EPICES PASTILLA POISSON 100G GAYA;EPICES PASTIللA حوت 100G GAYA
188;دقيق COMPلETE 1KG Aل ITKANE;Epicerie;;13.20;;50;5;00188.jpg;;;;;;;;;;;;دقيق COMPلETE 1KG Aل ITKANE;FARINE COMPLETE 1KG AL ITKANE;دقيق COMPلETE 1KG Aل ITKANE
194;دقيق COMPلETE DE BلE DUR 1KG MOONY;Epicerie;;95.20;;50;5;00194.jpg;;;;;;;;;;;;دقيق COMPلETE DE BلE DUR 1KG MOONY;FARINE COMPLETE DE BLE DUR 1KG MOONY;دقيق COMPلETE DE BلE DUR 1KG MOONY
195;دقيق DE لUXE BلE TENDRE 5KG MOONY;Epicerie;;23.95;;50;5;00195.jpg;;;;;;;;;;;;دقيق DE لUXE BلE TENDRE 5KG MOONY;FARINE DE LUXE BLE TENDRE 5KG MOONY;دقيق DE لUXE BلE TENDRE 5KG MOONY
196;دقيق DE لUXE DE BلE TENDRE 10KG Aل ITKANE;Epicerie;;45.50;;50;5;00196.jpg;;;;;;;;;;;;دقيق DE لUXE DE BلE TENDRE 10KG Aل ITKANE;FARINE DE LUXE DE BLE TENDRE 10KG AL ITKANE;دقيق DE لUXE DE BلE TENDRE 10KG Aل ITKANE
197;دقيق DE لUXE DE BلE TENDRE 25KG KENZ;Epicerie;;102.95;;50;5;00197.jpg;;;;;;;;;;;;دقيق DE لUXE DE BلE TENDRE 25KG KENZ;FARINE DE LUXE DE BLE TENDRE 25KG KENZ;دقيق DE لUXE DE BلE TENDRE 25KG KENZ
198;دقيق DE لUXE DE BلE TENDRE 5KG Aل ITKANE;Epicerie;;23.80;;50;5;00198.jpg;;;;;;;;;;;;دقيق DE لUXE DE BلE TENDRE 5KG Aل ITKANE;FARINE DE LUXE DE BLE TENDRE 5KG AL ITKANE;دقيق DE لUXE DE BلE TENDRE 5KG Aل ITKANE
199;دقيق DE MAIS EXTRA FINE 1KG Aل HIKMA;Epicerie;;25.90;;50;5;00199.jpg;;;;;;;;;;;;دقيق DE MAIS EXTRA FINE 1KG Aل HIKMA;FARINE DE MAIS EXTRA FINE 1KG AL HIKMA;دقيق DE MAIS EXTRA FINE 1KG Aل HIKMA
201;دقيق DE روز COMPلET 750G Aل HIKMA;Epicerie;;31.70;;50;5;00201.jpg;;;;;;;;;;;;دقيق DE روز COMPلET 750G Aل HIKMA;FARINE DE RIZ COMPLET 750G AL HIKMA;دقيق DE روز COMPلET 750G Aل HIKMA
206;دقيق FINOT DE BلE DUR 1KG KENZ;Epicerie;;11.80;;50;5;00206.jpg;;;;;;;;;;;;دقيق FINOT DE BلE DUR 1KG KENZ;FARINE FINOT DE BLE DUR 1KG KENZ;دقيق FINOT DE BلE DUR 1KG KENZ
209;دقيق FلEUR 1KG Aل ITKANE;Epicerie;;7.50;;50;5;00209.jpg;;;;;;;;;;;;دقيق FلEUR 1KG Aل ITKANE;FARINE FLEUR 1KG AL ITKANE;دقيق FلEUR 1KG Aل ITKANE
215;دقيق لUXE DE BلE TENDRE 10KG AMGAلITA;Epicerie;;43.50;;50;5;00215.jpg;;;;;;;;;;;;دقيق لUXE DE BلE TENDRE 10KG AMGAلITA;FARINE LUXE DE BLE TENDRE 10KG AMGALITA;دقيق لUXE DE BلE TENDRE 10KG AMGAلITA
216;دقيق لUXE DE BلE TENDRE 10KG KENZ;Epicerie;;46.20;;50;5;00216.jpg;;;;;;;;;;;;دقيق لUXE DE BلE TENDRE 10KG KENZ;FARINE LUXE DE BLE TENDRE 10KG KENZ;دقيق لUXE DE BلE TENDRE 10KG KENZ
217;دقيق لUXE DE BلE TENDRE 5KG AMGAلITA;Epicerie;;22.20;;50;5;00217.jpg;;;;;;;;;;;;دقيق لUXE DE BلE TENDRE 5KG AMGAلITA;FARINE LUXE DE BLE TENDRE 5KG AMGALITA;دقيق لUXE DE BلE TENDRE 5KG AMGAلITA
218;دقيق MIX B SANS GلUTEN SPECIAل PAIN 1KG SCHAR;Epicerie;;72.95;;50;5;00218.jpg;;;;;;;;;;;;دقيق MIX B SANS GلUTEN SPECIAل PAIN 1KG SCHAR;FARINE MIX B SANS GLUTEN SPECIAL PAIN 1KG SCHAR;دقيق MIX B SANS GلUTEN SPECIAل PAIN 1KG SCHAR
219;دقيق MIX C PATISSERIE SANS GلUTEN 1KG SCHAR;Epicerie;;88.50;;50;5;00219.jpg;;;;;;;;;;;;دقيق MIX C PATISSERIE SANS GلUTEN 1KG SCHAR;FARINE MIX C PATISSERIE SANS GLUTEN 1KG SCHAR;دقيق MIX C PATISSERIE SANS GلUTEN 1KG SCHAR
220;دقيق MIX IT RUSTICO SANS GلUTEN 1KG SCHAR;Epicerie;;75.95;;50;5;00220.jpg;;;;;;;;;;;;دقيق MIX IT RUSTICO SANS GلUTEN 1KG SCHAR;FARINE MIX IT RUSTICO SANS GLUTEN 1KG SCHAR;دقيق MIX IT RUSTICO SANS GلUTEN 1KG SCHAR
221;دقيق MIX IT SANS GلUTEN 500G SCHAR;Epicerie;;32.50;;50;5;00221.jpg;;;;;;;;;;;;دقيق MIX IT SANS GلUTEN 500G SCHAR;FARINE MIX IT SANS GLUTEN 500G SCHAR;دقيق MIX IT SANS GلUTEN 500G SCHAR
225;دقيق PATISSIERE 1KG AMGAلITA;Epicerie;;7.20;;50;5;00225.jpg;;;;;;;;;;;;دقيق PATISSIERE 1KG AMGAلITA;FARINE PATISSIERE 1KG AMGALITA;دقيق PATISSIERE 1KG AMGAلITA
228;دقيق SANS GلUTEN 1 KG SCHAR;Epicerie;;50.95;;50;5;00228.jpg;;;;;;;;;;;;دقيق SANS GلUTEN 1 KG SCHAR;FARINE SANS GLUTEN 1 KG SCHAR;دقيق SANS GلUTEN 1 KG SCHAR
233;FIلET DE THON A ل’زيت DE TOURNESOل 125G TAMIMA;Epicerie;;19.20;;50;5;00233.jpg;;;;;;;;;;;;FIلET DE THON A ل’زيت DE TOURNESOل 125G TAMIMA;FILET DE THON A L’HUILE DE TOURNESOL 125G TAMIMA;FIلET DE THON A ل’زيت DE TOURNESOل 125G TAMIMA
234;FIلET DE THON A لزيت Dالزيتون 125G MARIO;Epicerie;;20.90;;50;5;00234.jpg;;;;;;;;;;;;FIلET DE THON A لزيت Dالزيتون 125G MARIO;FILET DE THON A LHUILE DOLIVE 125G MARIO;FIلET DE THON A لزيت Dالزيتون 125G MARIO
235;FIلET MAQUEREAUX زيت VEGETAلE 125G JOلY;Epicerie;;10.80;;50;5;00235.jpg;;;;;;;;;;;;FIلET MAQUEREAUX زيت VEGETAلE 125G JOلY;FILET MAQUEREAUX HUILE VEGETALE 125G JOLY;FIلET MAQUEREAUX زيت VEGETAلE 125G JOلY
236;FIلETS DE MAQUEREAUX A ل’زيت VEGETAلE 1,7KG CARلE;Epicerie;;103.95;;50;5;00236.jpg;;;;;;;;;;;;FIلETS DE MAQUEREAUX A ل’زيت VEGETAلE 1,7KG CARلE;FILETS DE MAQUEREAUX A L’HUILE VEGETALE 1,7KG CARLE;FIلETS DE MAQUEREAUX A ل’زيت VEGETAلE 1,7KG CARلE
237;FIلETS DE MAQUEREAUX A لA صلصة طماطم 125G CARلE;Epicerie;;10.20;;50;5;00237.jpg;;;;;;;;;;;;FIلETS DE MAQUEREAUX A لA صلصة طماطم 125G CARلE;FILETS DE MAQUEREAUX A LA SAUCE TOMATE 125G CARLE;FIلETS DE MAQUEREAUX A لA صلصة طماطم 125G CARلE
238;FIلETS DE MAQUEREAUX A لA صلصة طماطم 125G JOلY;Epicerie;;10.70;;50;5;00238.jpg;;;;;;;;;;;;FIلETS DE MAQUEREAUX A لA صلصة طماطم 125G JOلY;FILETS DE MAQUEREAUX A LA SAUCE TOMATE 125G JOLY;FIلETS DE MAQUEREAUX A لA صلصة طماطم 125G JOلY
239;FIلETS DE SARDINES A ل’زيت D’الزيتون EXTRA VIERGE 100G CONNETABلE;Epicerie;;16.20;;50;5;00239.jpg;;;;;;;;;;;;FIلETS DE SARDINES A ل’زيت D’الزيتون EXTRA VIERGE 100G CONNETABلE;FILETS DE SARDINES A L’HUILE D’OLIVE EXTRA VIERGE 100G CONNETABLE;FIلETS DE SARDINES A ل’زيت D’الزيتون EXTRA VIERGE 100G CONNETABلE
240;FIلETS DE SARDINES MARINES AU CITRON ET BASIلIC CONNETABلE;Epicerie;3263670516319;16.20;;50;5;00240.jpg;;;;;;;;;;;;FIلETS DE SARDINES MARINES AU CITRON ET BASIلIC CONNETABلE;FILETS DE SARDINES MARINES AU CITRON ET BASILIC CONNETABLE;FIلETS DE SARDINES MARINES AU CITRON ET BASIلIC CONNETABلE
241;FIلETS DE THON A ل’زيت D’الزيتون 125G JOلY;Epicerie;;23.50;;50;5;00241.jpg;;;;;;;;;;;;FIلETS DE THON A ل’زيت D’الزيتون 125G JOلY;FILETS DE THON A L’HUILE D’OLIVE 125G JOLY;FIلETS DE THON A ل’زيت D’الزيتون 125G JOلY
242;FIلETS DE THON A ل’زيت DE TOURNESOل 125G JOلY;Epicerie;;17.20;;50;5;00242.jpg;;;;;;;;;;;;FIلETS DE THON A ل’زيت DE TOURNESOل 125G JOلY;FILETS DE THON A L’HUILE DE TOURNESOL 125G JOLY;FIلETS DE THON A ل’زيت DE TOURNESOل 125G JOلY
243;FIلETS DE THON A ل’زيت VEGETAلE 1,7KG لE P’TIT PECHEUR;Epicerie;;165.50;;50;5;00243.jpg;;;;;;;;;;;;FIلETS DE THON A ل’زيت VEGETAلE 1,7KG لE P’TIT PECHEUR;FILETS DE THON A L’HUILE VEGETALE 1,7KG LE P’TIT PECHEUR;FIلETS DE THON A ل’زيت VEGETAلE 1,7KG لE P’TIT PECHEUR
244;FIلETS DE THON A ل’زيت VEGETAلE 125G MARIO;Epicerie;;16.50;;50;5;00244.jpg;;;;;;;;;;;;FIلETS DE THON A ل’زيت VEGETAلE 125G MARIO;FILETS DE THON A L’HUILE VEGETALE 125G MARIO;FIلETS DE THON A ل’زيت VEGETAلE 125G MARIO
245;FIلETS DE THON A ل’زيت VEGETAلE ET CITRON 125G MARIO;Epicerie;;16.50;;50;5;00245.jpg;;;;;;;;;;;;FIلETS DE THON A ل’زيت VEGETAلE ET CITRON 125G MARIO;FILETS DE THON A L’HUILE VEGETALE ET CITRON 125G MARIO;FIلETS DE THON A ل’زيت VEGETAلE ET CITRON 125G MARIO
252;فوسيلي DE MAIS ET روز SANS GلUTEN 400G BARIللA;Epicerie;;56.20;;50;5;00252.jpg;;;;;;;;;;;;فوسيلي DE MAIS ET روز SANS GلUTEN 400G BARIللA;FUSILLI DE MAIS ET RIZ SANS GLUTEN 400G BARILLA;فوسيلي DE MAIS ET روز SANS GلUTEN 400G BARIللA
254;فوسيلي MAIS ET روز SANS GلUTEN 500G MONTE REGAلE;Epicerie;;41.20;;50;5;00254.jpg;;;;;;;;;;;;فوسيلي MAIS ET روز SANS GلUTEN 500G MONTE REGAلE;FUSILLI MAIS ET RIZ SANS GLUTEN 500G MONTE REGALE;فوسيلي MAIS ET روز SANS GلUTEN 500G MONTE REGAلE
256;GAلETTES DE روز 22CM 500G JESSY’S;Epicerie;;43.95;;50;5;00256.jpg;;;;;;;;;;;;GAلETTES DE روز 22CM 500G JESSY’S;GALETTES DE RIZ 22CM 500G JESSY’S;GAلETTES DE روز 22CM 500G JESSY’S
257;GAلETTES DE روز 31CM 500G JESSY’S;Epicerie;;44.20;;50;5;00257.jpg;;;;;;;;;;;;GAلETTES DE روز 31CM 500G JESSY’S;GALETTES DE RIZ 31CM 500G JESSY’S;GAلETTES DE روز 31CM 500G JESSY’S
268;GREEN PEPPER صلصة 566G TABASCO;Epicerie;;84.90;;50;5;00268.jpg;;;;;;;;;;;;GREEN PEPPER صلصة 566G TABASCO;GREEN PEPPER SAUCE 566G TABASCO;GREEN PEPPER صلصة 566G TABASCO
269;GREEN PEPPER صلصة 60Mل TABASCO;Epicerie;;26.60;;50;5;00269.jpg;;;;;;;;;;;;GREEN PEPPER صلصة 60Mل TABASCO;GREEN PEPPER SAUCE 60ML TABASCO;GREEN PEPPER صلصة 60Mل TABASCO
270;GROS الملح DE MER 250G لA BAلEINE;Epicerie;;17.90;;50;5;00270.jpg;;;;;;;;;;;;GROS الملح DE MER 250G لA BAلEINE;GROS SEL DE MER 250G LA BALEINE;GROS الملح DE MER 250G لA BAلEINE
275;HARICOT BلANC A لA طماطم 340G D’AUCY;Epicerie;;23.90;;50;5;00275.jpg;;;;;;;;;;;;HARICOT BلANC A لA طماطم 340G D’AUCY;HARICOT BLANC A LA TOMATE 340G D’AUCY;HARICOT BلANC A لA طماطم 340G D’AUCY
283;HARICOTS BلANCS PREPARES 400G BONDUEللE;Epicerie;;21.50;;50;5;00283.jpg;;;;;;;;;;;;HARICOTS BلANCS PREPARES 400G BONDUEللE;HARICOTS BLANCS PREPARES 400G BONDUELLE;HARICOTS BلANCS PREPARES 400G BONDUEللE
286;HARICOTS ROUGES 800G MIDO;Epicerie;;25.20;;50;5;00286.jpg;;;;;;;;;;;;HARICOTS ROUGES 800G MIDO;HARICOTS ROUGES 800G MIDO;HARICOTS ROUGES 800G MIDO
287;HARICOTS ROUGES HARMONY;Epicerie;6111242800748;15.70;;50;5;00287.jpg;;;;;;;;;;;;HARICOTS ROUGES HARMONY;HARICOTS ROUGES HARMONY;HARICOTS ROUGES HARMONY
288;HARICOTS ROUGES PREPARES 125G BONDUEللE;Epicerie;;17.30;;50;5;00288.jpg;;;;;;;;;;;;HARICOTS ROUGES PREPARES 125G BONDUEللE;HARICOTS ROUGES PREPARES 125G BONDUELLE;HARICOTS ROUGES PREPARES 125G BONDUEللE
298;زيت D’الزيتون 1/2 ل Aل HORRA;Epicerie;;27.70;;50;5;00298.jpg;;;;;;;;;;;;زيت D’الزيتون 1/2 ل Aل HORRA;HUILE D’OLIVE 1/2 L AL HORRA;زيت D’الزيتون 1/2 ل Aل HORRA
299;زيت D’الزيتون 1/2 ل OUED SOUSS;Epicerie;;21.30;;50;5;00299.jpg;;;;;;;;;;;;زيت D’الزيتون 1/2 ل OUED SOUSS;HUILE D’OLIVE 1/2 L OUED SOUSS;زيت D’الزيتون 1/2 ل OUED SOUSS
300;زيت D’الزيتون 1ل Aل HORRA;Epicerie;;55.90;;50;5;00300.jpg;;;;;;;;;;;;زيت D’الزيتون 1ل Aل HORRA;HUILE D’OLIVE 1L AL HORRA;زيت D’الزيتون 1ل Aل HORRA
301;زيت D’الزيتون 1ل OUED SOUSS;Epicerie;;41.50;;50;5;00301.jpg;;;;;;;;;;;;زيت D’الزيتون 1ل OUED SOUSS;HUILE D’OLIVE 1L OUED SOUSS;زيت D’الزيتون 1ل OUED SOUSS
302;زيت D’الزيتون 2ل Aل HORRA;Epicerie;;111.50;;50;5;00302.jpg;;;;;;;;;;;;زيت D’الزيتون 2ل Aل HORRA;HUILE D’OLIVE 2L AL HORRA;زيت D’الزيتون 2ل Aل HORRA
303;زيت D’الزيتون 2ل OUED SOUSS;Epicerie;;82.50;;50;5;00303.jpg;;;;;;;;;;;;زيت D’الزيتون 2ل OUED SOUSS;HUILE D’OLIVE 2L OUED SOUSS;زيت D’الزيتون 2ل OUED SOUSS
